id,smiles,dG,code,train_test,3,smiles_len
168_,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCC3=C(C=CC=N3)OC(=O)N(C)C,-6.04,labeled_pubchem,train,test,59
169_,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCC3C(=CCCN3C)OC(=O)N(C)C,-5.94,labeled_pubchem,train,,58
170_,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N(C)C(=O)/C=C(\C)/C(C)C)C)C)N(C)C,-7.38,labeled_pubchem,train,,105
171_,C/C=C(\C)/C(=O)N[C@H]1[C@H](C[C@]2([C@H]([C@H]1OC(=O)C)CC[C@@H]3[C@@H]2CC[C@]4(C3=CC[C@@H]4[C@H](C)N(C)C)C)C)O,-5.3,labeled_pubchem,train,,110
172_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCCCCSC4=C5CCCCC5=NC6=CC=CC=C64,-8.86,labeled_pubchem,train,,61
173_,CN(CCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCNC4=C5CCCCC5=NC6=C4C(=CC(=C6)Cl)Cl,-11.54,labeled_pubchem,train,,70
174_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCNCCCNCCC[N+]4=C5C=C(C=CC5=C6C=CC(=CC6=C4C7=CC=CC=C7)N)N,-12.08,labeled_pubchem,train,test,86
175_,C1CCC2=NC3=CC=CC=C3C(=C2C1)CCCCCCCCNC4=C5CCCCC5=NC6=CC=CC=C64,-10.3,labeled_pubchem,train,,61
176_,CCN(CCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCNC4=C5CCCCC5=NC6=CC=CC=C64,-11.71,labeled_pubchem,train,,63
177_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCCCCCCSC4=C5CCCCC5=NC6=CC=CC=C64,-9.19,labeled_pubchem,train,,63
178_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCN(CCCNC4=C5CCCCC5=NC6=CC=CC=C64)CCO,-12.58,labeled_pubchem,train,,66
179_,C1=CC=C2C=[N+](C=CC2=C1)CCCCCCCC[N+]3=CC4=CC=CC=C4C=C3,-8.36,labeled_pubchem,train,,54
180_,CN(CCCCSC1=C2CCCCC2=NC3=CC=CC=C31)CCCNC4=C5CCCCC5=NC6=CC=CC=C64,-8.41,labeled_pubchem,train,,63
181_,C1=CC=[N+](C=C1)CCCCCCCCCCC[N+]2=CC=CC=C2,-10.42,labeled_pubchem,train,test,41
182_,C1CCC2=NC3=C(C=CC(=C3)Cl)C(=C2C1)NCCCNC(=O)CCCCC4CCSS4,-9.32,labeled_pubchem,train,,54
183_,C=CCN(CCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCNC4=C5CCCCC5=NC6=CC=CC=C64,-12.04,labeled_pubchem,train,,65
184_,C[C@H]1COC2=C1C(=O)C(=O)C3=C2C=CC4=C(C=CC=C43)C,-8.1,labeled_pubchem,train,,47
185_,C[C@H]1CC[C@]2([C@H]([C@]1(C)CC3=C(C(=CC(=C3)O)SC4=CC=CC=C4C(=O)O)O)CCC=C2C)C,-14.01,labeled_pubchem,train,,77
186_,CCN(CCCCCC(=O)N1CCC(CC1)C2CCN(CC2)C(=O)CCCCCN(CC)CC3=CC=CC=C3OC)CC4=CC=CC=C4OC,-11.29,labeled_pubchem,train,,78
187_,CN(CCCNCCC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N)CCCN(C)CC5=CC=CC=C5OC,-8.28,labeled_pubchem,train,,79
188_,CN(CCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCSC4=C5CCCCC5=NC6=CC=CC=C64,-8.96,labeled_pubchem,train,,62
189_,CC(=O)N(CCCCSC1=C2CCCCC2=NC3=CC=CC=C31)CCCNC4=C5CCCCC5=NC6=CC=CC=C64,-8.64,labeled_pubchem,train,,68
190_,CC(C)CN1CCC2=C(C1)SC3=C2C(=O)OC(=N3)N(C)C,-8.46,labeled_pubchem,train,,41
191_,CN(C)C1=NC2=C(C3=C(S2)CN(CC3)CC4=CC=CC=C4)C(=O)O1,-7.9,labeled_pubchem,train,,49
192_,CC[C@H](C[C@H]([C@@H](C)[C@H]1CCC2[C@@]1(CCC3C2C=CC4=C[C@H](C[C@@H]([C@]34C)O)O)C)O)C(C)C,-8.31,labeled_pubchem,train,,89
193_,CC(=O)N(CCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCSC4=C5CCCCC5=NC6=CC=CC=C64,-8.33,labeled_pubchem,train,test,67
194_,CN(C)C1=CC=C(C=C1)CC(=O)NCCCCCCCCCCCCNC23CC4CC(C2)CC(C4)C3,-7.87,labeled_pubchem,train,,58
195_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCCSC4=C5CCCCC5=NC6=CC=CC=C64,-9.14,labeled_pubchem,train,,59
196_,C1=CC=C2C(=C1)C=[N+](C3=CC=CC=C23)CCO.[Br-],-6.06,labeled_pubchem,train,test,43
197_,CC1=CC2CC3=C(C=CC(=O)N3)C4(C1)C2=C(CN4)C,-9.12,labeled_pubchem,train,,40
198_,CC1=CC(=O)N(O1)C(=O)N(C)C,-12.21,labeled_pubchem,train,,25
199_,CC1=CC(=NO1)OC(=O)N(C)C,-13.59,labeled_pubchem,train,test,23
200_,C[N+]1=CC=CC2=C1C3=CC=CC=C3C=C2.[I-],-5.89,labeled_pubchem,train,,36
201_,C[N+]1=CSC=C1.[I-],-5.34,labeled_pubchem,train,,18
202_,CCC(C)N1C=C(C=N1)OC(=O)NC,-8.34,labeled_pubchem,train,,25
203_,CCCCCCCCCC1CCC(=N1)CCCCC=C,-7.26,labeled_pubchem,train,,26
204_,C1=CC=C(C=C1)C[N+]2=CC3=CC=CC=C3C4=CC=CC=C42.[Br-],-8.64,labeled_pubchem,train,test,50
205_,C1CN(CC2=C1C3=C(S2)N=CN4C3=NCC4)CC5=CC=CC=C5,-7.7,labeled_pubchem,train,,44
206_,C1CN=C2C3=C(N=CN2C1)SC4=C3CCN(C4)CC5=CC=CC=C5,-7.97,labeled_pubchem,train,,45
207_,C1=CC=C(C(=C1)C2=C3C=CC(=C(C4=CC=C(N4)C(=C5C=CC(=N5)C(=C6C=CC2=N6)C7=CC=CC=C7F)C8=CC=CC=C8F)C9=CC=CC=C9F)N3)F,-5.88,labeled_pubchem,train,,109
208_,C1=CC(=CC(=C1)F)C2=C3C=CC(=C(C4=CC=C(N4)C(=C5C=CC(=N5)C(=C6C=CC2=N6)C7=CC(=CC=C7)F)C8=CC(=CC=C8)F)C9=CC(=CC=C9)F)N3,-6.86,labeled_pubchem,train,test,115
209_,CC(=CCC/C(=C/CC1=C(C2=C(C=C1O)O[C@@H](CC2=O)C3=CC(=C(C=C3)O)OC)O)/C)C,-5.24,labeled_pubchem,train,,69
210_,COC1=C(C=C2C(=C1)C/C(=C\C3CCN(CC3)CC4=CC=CC=C4)/C2=O)O,-7.6,labeled_pubchem,train,test,54
211_,C1CN(CCC1/C=C/2\CC3=CC4=C(C=C3C2=O)OCO4)CC5=CC=CC=C5,-8.23,labeled_pubchem,train,,52
212_,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C[C@H](CC[C@]34C)O)C)C(C)C,-6.56,labeled_pubchem,train,test,86
213_,CC1=CSC=[N+]1C.[I-],-5.74,labeled_pubchem,train,,19
214_,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@@H]([C@@H]4OC(=O)C)NC(=O)C5=CC=CC=C5)O)C)C)N(C)C,-5.34,labeled_pubchem,train,,119
215_,CC1=NC=C(C(=N1)N)CN2CSC3C2(OCC3)C,-4.71,labeled_pubchem,train,test,33
216_,CC(C)([C@H]1CC2=C(O1)N(C3=CC=CC=C3C2=O)C)OC,-6.19,labeled_pubchem,train,,43
217_,COC1=CC(=CC(=C1OC)OC)C(=O)NCCCCCCCC(=O)NNC2=C3CCCCC3=NC4=CC=CC=C42,-11.62,labeled_pubchem,train,,66
218_,C1=CC(=O)N(C1=O)C2=CC=NC=C2,-10.1,labeled_pubchem,train,,27
219_,CC(=O)OCC[N+]1=CC=CC=C1.[Br-],-6.69,labeled_pubchem,train,,29
220_,CNC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31,-6.88,labeled_pubchem,train,,33
221_,CCCCNC(=O)OCCCCCCCCCCCCOC(=O)NCCCC,-9.3,labeled_pubchem,train,,34
222_,COC1=CC=C(C=C1)N=C(/N=C(/N2CCN(CC2)/C(=N/C(=NC3=CC=C(C=C3)OC)N)/N)\N)N,-5.92,labeled_pubchem,train,,70
223_,CC[N+](C)(CC)CCSP1(=O)OCCCO1.CS(=O)(=O)[O-],-12.27,labeled_pubchem,train,,43
224_,CC(=CCC/C(=C/CC1=C(C2=C(C=C1O)O[C@@H]([C@H](C2=O)O)C3=CC(=C(C=C3)O)OC)O)/C)C,-5.7,labeled_pubchem,train,,76
225_,CCC1=CC(=CC=C1)C(=O)C(F)(F)F,-12.88,labeled_pubchem,train,,28
226_,CC=C1C2C=C(CC1(CC(C2(C)C)NCCCCCCCNC3=C4CCCCC4=NC5=CC=CC=C53)N)C,-10.66,labeled_pubchem,train,,63
227_,C1C2=CC=CC=C2C3=NC4=CC=CC=C4C(=C31)NCC5=CC=CC=C5,-7.02,labeled_pubchem,train,test,48
228_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCCCCSC4=C5CCCCC5=NC6=C4C(=CC(=C6)Cl)Cl,-8.95,labeled_pubchem,train,,69
229_,C1CCC2=NC3=C(C(=CC(=C3)Cl)Cl)C(=C2C1)NCCCCCCCSC4=C5CCCCC5=NC6=CC=CC=C64,-10.11,labeled_pubchem,train,,71
230_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCCCSC4=C5CCCCC5=NC6=C4C(=CC(=C6)Cl)Cl,-9.48,labeled_pubchem,train,,68
231_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCCCSC4=C5CCCCC5=NC6=CC=CC=C64,-9.58,labeled_pubchem,train,test,60
232_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCSC4=C5CCCCC5=NC6=CC=CC=C64,-8.47,labeled_pubchem,train,,58
233_,CC=C1C2CC(CC1(CC(=C2)C)N)NCCCCCCCNC3=C4CCCCC4=NC5=CC=CC=C53,-10.68,labeled_pubchem,train,,59
234_,CC=C1C2CC(CC1(CC(=C2)C)C(=O)OC)NCCCCCCCNC3=C4CCCCC4=NC5=CC=CC=C53,-11.22,labeled_pubchem,train,test,65
235_,CC1=CC2CC3=C(C=CC(=O)N3)[C@@]4(C1)[C@@H]2CCCN4,-8.87,labeled_pubchem,train,test,46
236_,C1[C@H]([C@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)C=O)O)O)O,-8.62,labeled_pubchem,train,,53
237_,C[N+](C)(CCNC(=O)C(=O)NCC[N+](C)(C)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,-11.31,labeled_pubchem,train,,64
238_,CC(=CCC/C(=C/CC1=C(C2=C(C=C1O)O[C@@H](CC2=O)C3=CC(=C(C=C3)OC)O)O)/C)C,-5.51,labeled_pubchem,train,,69
239_,CC(=CCC/C(=C/CC1=C(C2=C(C=C1O)O[C@@H]([C@H](C2=O)O)C3=CC(=C(C=C3)OC)O)O)/C)C,-6.11,labeled_pubchem,train,,76
240_,CN(CCCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCNC4=C5CCCCC5=NC6=CC=CC=C64,-12.95,labeled_pubchem,train,,63
241_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCNCCCSC4=C5CCCCC5=NC6=CC=CC=C64,-7.63,labeled_pubchem,train,,62
242_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCN(CCCNC4=C5CCCCC5=NC6=CC=CC=C64)CCO,-9.48,labeled_pubchem,train,,67
243_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCC4=CC(=CC=C4)CCNC5=C6CCCCC6=NC7=CC=CC=C75,-7.89,labeled_pubchem,train,,71
244_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCC4=CC=C(C=C4)CCNC5=C6CCCCC6=NC7=CC=CC=C75,-7.92,labeled_pubchem,train,test,71
245_,CC(=O)N(CCCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCSC4=C5CCCCC5=NC6=CC=CC=C64,-8.37,labeled_pubchem,train,,68
246_,CC(=O)N(CCCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCNC4=C5CCCCC5=NC6=CC=CC=C64,-9.11,labeled_pubchem,train,,68
247_,CCN(CCCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCNC4=C5CCCCC5=NC6=CC=CC=C64,-9.3,labeled_pubchem,train,test,64
248_,C=CCN(CCCCNC1=C2CCCCC2=NC3=CC=CC=C31)CCCNC4=C5CCCCC5=NC6=CC=CC=C64,-9.68,labeled_pubchem,train,,66
249_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCN4CCN(CC4)CCCNC5=C6CCCCC6=NC7=CC=CC=C75,-9.4,labeled_pubchem,train,,70
250_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCC4=NC(=CC=C4)CCNC5=C6CCCCC6=NC7=CC=CC=C75,-8.37,labeled_pubchem,train,test,71
251_,CC1=CC(=CC(=C1)CCNC2=C3CCCCC3=NC4=CC=CC=C42)CCNC5=C6CCCCC6=NC7=CC=CC=C75,-7.02,labeled_pubchem,train,,72
252_,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCC4=COC=C4CCNC5=C6CCCCC6=NC7=CC=CC=C75,-6.68,labeled_pubchem,train,,67
253_,C[N+](C)(C)CCOC(=O)NC1=CC(=NC(=C1)Cl)Cl,-5.74,labeled_pubchem,train,,39
254_,CC1=C2[C@@H](CC[P@@](=O)(O1)OC)COC2=O,-5.8,labeled_pubchem,train,test,37
255_,C[N+]1(CCCCC1)CCCNC(=O)C2=CN=C3C4=C2C=CC=C4C5=CC=CC=C5C3=O,-9.53,labeled_pubchem,train,,58
256_,C[N+]1(CCCCC1)CCC(=O)NC2=CC3=C(C=C2)C4=NC=CC5=C4C(=CC=C5)C3=O,-13.02,labeled_pubchem,train,,61
257_,CC(C)(C)[Si](C)(C)O[C@H]1C=C2CCN3[C@H]2[C@@H]([C@@H]1O)C4=CC5=C(C=C4C3)OCO5,-8.3,labeled_pubchem,train,,75
258_,CC(=O)O[C@@H]1[C@H](C=C2CCN3[C@H]2[C@@H]1C4=CC5=C(C=C4C3)OCO5)O[Si](C)(C)C(C)(C)C,-8.86,labeled_pubchem,train,,81
259_,C1=CC2=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=N5)C(=C1N2)C6=C(C(=NC(=C6F)F)F)F)C7=C(C(=NC(=C7F)F)F)F)C8=C(C(=NC(=C8F)F)F)F)C9=C(C(=NC(=C9F)F)F)F,-7.03,labeled_pubchem,train,test,143
260_,C1=CC2=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=N5)C(=C1N2)C6=C(C(=NC=C6F)F)F)C7=C(C(=NC=C7F)F)F)C8=C(C(=NC=C8F)F)F)C9=C(C(=NC=C9F)F)F,-7.59,labeled_pubchem,train,test,131
261_,C1=CC2=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=N5)C(=C1N2)C6=C(C=NC=C6)F)C7=C(C=NC=C7)F)C8=C(C=NC=C8)F)C9=C(C=NC=C9)F,-7.25,labeled_pubchem,train,,115
262_,C[N+](C)(C)C1=CC(=CC=C1)OP2(=O)OCCCO2,-6.43,labeled_pubchem,train,,37
263_,CC1=C2C3CC4=C(C2(CC(=C3)C)NCC1)C=CC(=O)N4,-7.79,labeled_pubchem,train,,41
264_,CCC1=C2C3CC4=C(C2(CC(=C3)C)NC1)C=CC(=O)N4,-8.76,labeled_pubchem,train,test,41
265_,C/C=C\1/C2CC3=C(C1CC(=C2)C)C=CC(=O)N3,-6.72,labeled_pubchem,train,test,37
266_,C1C2C13N(C4C(N3CC5=CC=CC=C5)N(C(N2CC6=CC=CC=C6)C(N4CC7=CC=CC=C7)NCC8=CC=CC=C8)CC9=CC=CC=C9)CC1=CC=CC=C1,-7.39,labeled_pubchem,train,,103
267_,C1C2C13N(C4C(N3CC5=CC=CC=C5Cl)N(C(N2CC6=CC=CC=C6Cl)C(N4CC7=CC=CC=C7Cl)NCC8=CC=CC=C8Cl)CC9=CC=CC=C9Cl)CC1=CC=CC=C1Cl,-10.14,labeled_pubchem,train,,115
268_,COC1=CC(=CC(=C1)CNC2C3N(C4CC45N(C(N2CC6=CC(=CC(=C6)OC)OC)C(N3CC7=CC(=CC(=C7)OC)OC)N5CC8=CC(=CC(=C8)OC)OC)CC9=CC(=CC(=C9)OC)OC)CC1=CC(=CC(=C1)OC)OC)OC,-9.43,labeled_pubchem,train,,149
269_,C1C2C13N(C4C(N3CC5=CC6=C(C=C5)OCO6)N(C(N2CC7=CC8=C(C=C7)OCO8)C(N4CC9=CC1=C(C=C9)OCO1)NCC1=CC2=C(C=C1)OCO2)CC1=CC2=C(C=C1)OCO2)CC1=CC2=C(C=C1)OCO2,-8.89,labeled_pubchem,train,,145
270_,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=CC(=C4)O,-6.43,labeled_pubchem,train,,46
271_,C/C=C(\C)/C(=O)N[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1=O)CC[C@@H]4[C@H](C)N(C)C)C)C,-7.21,labeled_pubchem,train,,94
272_,C/C=C(\C)/C(=O)N[C@H]1CC[C@@]2([C@H]3CC[C@@]4([C@H](CC=C4[C@@H]3CC=C2C1=O)[C@H](C)N(C)C)C)C,-7.64,labeled_pubchem,train,,91
273_,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)NC(=O)C)C)C)N(C)C,-5.54,labeled_pubchem,train,,89
274_,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)NC(=O)/C=C(\C)/C(C)C)C)C)N(C)C,-6.9,labeled_pubchem,train,,102
275_,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)NC)C)C)N(C)C(=O)C,-5.02,labeled_pubchem,train,test,89
276_,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4OC(=O)C)NC(=O)C=C(C)C)C)C)N(C)C,-6.51,labeled_pubchem,train,,107
277_,CN(C)C1=CC=C(C=C1)CC(=O)NCCCCCCCCCCNC23CC4CC(C2)CC(C4)C3,-7.67,labeled_pubchem,train,,56
278_,CN(C)C1=CC=C(C=C1)CC(=O)NCCCCCCCCNC23CC4CC(C2)CC(C4)C3,-7.2,labeled_pubchem,train,,54
279_,CN(C)C1=CC=C(C=C1)CC(=O)NCCCCCCCCCNC23CC4CC(C2)CC(C4)C3,-7.49,labeled_pubchem,train,,55
280_,CN(C)C1=CC=C(C=C1)CC(=O)NCCCCCCCCCCCNC23CC4CC(C2)CC(C4)C3,-7.77,labeled_pubchem,train,,57
281_,CN(C)C1=CC=C(C=C1)CC(=O)NCCCCCCCNC23CC4CC(C2)CC(C4)C3,-7.06,labeled_pubchem,train,,53
282_,C[C@]12CCC(=O)OC([C@]1(CC[C@@]3([C@]2(CC4=C(O3)C=C(OC4=O)C5=CC=C(C=C5)OC)O)C)O)(C)C,-7.72,labeled_pubchem,train,,83
283_,CCCCNC(=O)OCCCCCO,-8.01,labeled_pubchem,train,,17
284_,CCCCNC(=O)OCCCCCCCCO,-8.82,labeled_pubchem,train,,20
285_,CCCCNC(=O)OCCOC(=O)NCCCC,-8.82,labeled_pubchem,train,,24
286_,CCCCNC(=O)OCCCCCOC(=O)NCCCC,-9.04,labeled_pubchem,train,,27
287_,CCCCNC(=O)OCCCCCCCCOC(=O)NCCCC,-9.34,labeled_pubchem,train,,30
288_,CCCCNC(=O)OCCCCCCCCCCOC(=O)NCCCC,-9.3,labeled_pubchem,train,,32
289_,CCCCNC(=O)OCCCCCCCCCCCCCCOC(=O)NCCCC,-9.3,labeled_pubchem,train,,36
290_,CCCCNC(=O)OCCCCCCCCCCCCCCCCOC(=O)NCCCC,-9.27,labeled_pubchem,train,,38
291_,CCCCNC(=O)OCCCCCCCCCCO,-9.17,labeled_pubchem,train,,22
292_,CCCCNC(=O)OCCCCCCCCCCCCO,-8.93,labeled_pubchem,train,test,24
293_,CCCCNC(=O)OCCCCCCCCCCCCCCO,-9.17,labeled_pubchem,train,,26
294_,CCCCNC(=O)OCCCCCCCCCCCCCCCCO,-9.43,labeled_pubchem,train,test,28
295_,CCC(CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC(C4([C@@]3(CC[C@@H](C4)O)C)O)O)C)C(C)C,-6.71,labeled_pubchem,train,,88
296_,CCC(CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=CC4([C@@]3(CC[C@@H](C4)O)C)O)C)C(C)C,-7.39,labeled_pubchem,train,,89
297_,CC[C@H](C[C@H]([C@@H](C)[C@H]1CCC2[C@@]1(CCC3C2CC=C4[C@@]3([C@H](C[C@@H](C4)O)O)C)C)O)C(C)C,-7.01,labeled_pubchem,train,,91
298_,CC[C@H](C[C@H]([C@@H](C)[C@H]1CCC2[C@@]1(CC=C3C2CCC4=CC(=O)CC[C@@]43C)C)O)C(C)C,-8.16,labeled_pubchem,train,,79
299_,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC=C3[C@]24C=C[C@@]5([C@@]3(CC[C@@H](C5)O)C)OO4)C)C(C)C,-6.29,labeled_pubchem,train,test,99
300_,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC=C3[C@H]2C=CC4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,-6.42,labeled_pubchem,train,,90
301_,CC[C@H](C[C@H]([C@@H](C)[C@H]1CCC2[C@@]1(CCC3C2C[C@H]([C@@]4([C@@]3([C@H](C[C@@H](C4)O)O)C)O)O)C)O)C(C)C,-6.53,labeled_pubchem,train,,104
302_,CCC1=CC2C[C@H](C1)C3=C(C4=C(C=C(C=C4)Cl)N=C3C2)N,-12.84,labeled_pubchem,train,,48
303_,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C(=O)N4C5=CC=CC=C5SC6=CC=CC=C64,-11.58,labeled_pubchem,train,,60
304_,C1=CC2=C3C(=C1)C(=O)C4=C(C3=NC=C2)C=CC(=C4)N,-7.41,labeled_pubchem,train,,44
305_,CN(C)CCOC(=O)NC1=CC=NC=C1,-4.8,labeled_pubchem,train,,25
306_,C[N+](C)(C)CCOC(=O)NC1=CC=NC=C1,-5.2,labeled_pubchem,train,,31
307_,C[N+](C)(C)CCOC(=O)NC1=CC(=NC=C1)Cl,-5.23,labeled_pubchem,train,,35
308_,C[N+](C)(C)CCOC(=O)NC1=C(C=NC=C1)Br,-5.39,labeled_pubchem,train,,35
309_,CN(C)CCOC(=O)NC1=CC(=NC=C1)Cl,-5.04,labeled_pubchem,train,,29
310_,CN(C)CCOC(=O)NC1=C(C=NC=C1)Br,-4.79,labeled_pubchem,train,,29
311_,CN(C)CCOC(=O)NC1=CC(=NC(=C1)Cl)Cl,-5.28,labeled_pubchem,train,,33
312_,C/C=C/1\C2C=C(C[C@@]1(C3=C(C2(C)C)NC(=O)C=C3)N)C,-10.67,labeled_pubchem,train,,48
313_,C1=CC=C(C=C1)OC2=NC=C(C=C2)S(=O)(=O)NCCCNC3=C4C=CC(=CC4=NC=C3)Cl,-5.44,labeled_pubchem,train,,64
314_,C1=CC2=C(C(=C1)S(=O)(=O)NCCCNC3=C4C=CC(=CC4=NC=C3)Cl)N=CC=C2,-3.84,labeled_pubchem,train,test,60
315_,CN1CCOC2=C1C=CC(=C2)S(=O)(=O)NCCCNC3=C4C=CC(=CC4=NC=C3)Cl,-5.51,labeled_pubchem,train,,57
316_,CO/N=C\C1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,-9.43,labeled_pubchem,train,,64
317_,C1CCC(C1)[C@@H](CO)NS(=O)(=O)C2=CC=C(S2)Cl,-8.19,labeled_pubchem,train,,42
318_,CN[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)NC2=C3CCCCC3=NC4=CC=CC=C42,-7.12,labeled_pubchem,train,,60
